rank,candidate_id,final_score,semantic_fit_score,skills_match_score,experience_fit_score,employer_tier_score,location_fit_score,behavioral_reliability_multiplier,profile_completeness,applied_penalties,reasoning
955,CAND_0089225,0.0323,0.5796,0.1214,0.6,0.5,0.3,0.0924,0.8,none,"Priya Gupta brings 4y of ML/AI experience, most recently at Acme Corp as Business Analyst. Strong hands-on match on FAISS, Pinecone, Information Retrieval. Based in Vizag, Andhra Pradesh. Available in 150 days. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
956,CAND_0042553,0.0322,0.552,0.3178,0.85,0.4871,1.0,0.0901,0.65,consulting_penalty,"Amit Mishra brings 8y of ML/AI experience, most recently at Mphasis as Software Engineer. Strong hands-on match on Information Retrieval, Milvus, Docker. Based in Noida, Uttar Pradesh. Available in 30 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, incomplete profile details."
957,CAND_0051200,0.0322,0.5743,0.1531,0.6,0.3792,1.0,0.0909,1.0,consulting_penalty,"Rajesh Khanna brings 9y of ML/AI experience, most recently at Wipro as Business Analyst. Strong hands-on match on RAG, FAISS, Information Retrieval. Based in Gurgaon, Haryana. Available in 150 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness, longer notice period."
958,CAND_0091686,0.032,0.592,0.2161,0.35,0.4062,1.0,0.1029,0.8,consulting_penalty,"Sunil Mukherjee brings 12y of ML/AI experience, most recently at Acme Corp as Mechanical Engineer. Strong hands-on match on Docker, Information Retrieval, FastAPI. Based in Hyderabad, Telangana. Available in 150 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
959,CAND_0061776,0.0319,0.5472,0.1922,0.1,0.4032,0.85,0.119,0.8,consulting_penalty,"Arnav Desai brings 2y of ML/AI experience, most recently at Stark Industries as Content Writer. Strong hands-on match on Information Retrieval, FAISS, RAG. Willing to relocate from Chandigarh, Chandigarh. Available in 60 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity."
960,CAND_0018239,0.0315,0.5801,0.2746,1.0,0.7205,0.3,0.07,0.8,none,"Karan Verma brings 7y of ML/AI experience, most recently at Paytm as Senior Software Engineer. Strong hands-on match on TensorFlow, FastAPI, Kubernetes. Based in Jaipur, Rajasthan. Available in 120 days. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
961,CAND_0098855,0.0315,0.5899,0.2202,0.85,0.3826,1.0,0.0924,0.8,consulting_penalty,"Priya Bhatia brings 5y of ML/AI experience, most recently at Capgemini as Senior Software Engineer. Strong hands-on match on PyTorch, scikit-learn, Information Retrieval. Willing to relocate from Noida, Uttar Pradesh. Available in 90 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
962,CAND_0016801,0.0314,0.6703,0.2692,0.85,0.25,0.3,0.1496,0.8,consulting_penalty,"Sanjay Goyal brings 5y of ML/AI experience, most recently at Infosys as ML Engineer. Strong hands-on match on scikit-learn, Deep Learning, pgvector. Based in Kochi, Kerala. Available in 90 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
963,CAND_0019149,0.0312,0.5501,0.3502,0.85,0.4739,1.0,0.0862,1.0,consulting_penalty,"Divya Dalal brings 5y of ML/AI experience, most recently at CRED as Senior Data Engineer. Strong hands-on match on Information Retrieval, FAISS, PyTorch. Based in Gurgaon, Haryana. Available in 60 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness, recent inactivity."
964,CAND_0008764,0.0311,0.5961,0.2338,0.85,0.3308,0.3,0.1036,0.8,consulting_penalty,"Vihaan Bansal brings 8y of ML/AI experience, most recently at Infosys as Project Manager. Strong hands-on match on RAG, FAISS, Sentence Transformers. Based in Indore, Madhya Pradesh. Available in 90 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
965,CAND_0009539,0.0311,0.6037,0.2083,1.0,0.45,1.0,0.0814,0.8,consulting_penalty,"Karan Iyengar brings 7y of ML/AI experience, most recently at Hooli as Mechanical Engineer. Strong hands-on match on Kubernetes, FAISS, Pinecone. Willing to relocate from Mumbai, Maharashtra. Available in 90 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
966,CAND_0024309,0.0311,0.591,0.1687,1.0,0.5063,0.3,0.0707,1.0,consulting_penalty,"Vikram Subramanian brings 6y of ML/AI experience, most recently at Hooli as Mechanical Engineer. Strong hands-on match on FastAPI, Sentence Transformers, RAG. Based in Coimbatore, Tamil Nadu. Available in 60 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness, recent inactivity."
967,CAND_0000165,0.0309,0.6985,0.1877,1.0,0.5275,0.6,0.0561,1.0,none,"Suresh Reddy brings 6y of ML/AI experience, most recently at Mad Street Den as AI Specialist. Strong hands-on match on Sentence Transformers, Information Retrieval, Qdrant. Willing to relocate from San Francisco. Available in 120 days · Active GitHub contributor. Note: lower recruiter responsiveness, longer notice period."
968,CAND_0016565,0.0309,0.5244,0.3305,1.0,0.4607,0.3,0.0832,0.8,consulting_penalty,"Kiara Mehta brings 7y of ML/AI experience, most recently at PolicyBazaar as Data Analyst. Strong hands-on match on Deep Learning, MLflow, BM25. Based in Ahmedabad, Gujarat. Available in 90 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
969,CAND_0020083,0.0309,0.6201,0.1354,0.85,0.3629,1.0,0.0901,0.8,consulting_penalty,"Amit Ghosh brings 5y of ML/AI experience, most recently at Pied Piper as Civil Engineer. Strong hands-on match on RAG, Information Retrieval, Sentence Transformers. Willing to relocate from Gurgaon, Haryana. Available in 150 days. Note: includes consulting history, lower recruiter responsiveness, longer notice period."
970,CAND_0099054,0.0309,0.5987,0.1082,0.85,0.3676,1.0,0.081,1.0,consulting_penalty,"Kabir Khanna brings 8y of ML/AI experience, most recently at Globex Inc as Mechanical Engineer. Strong hands-on match on Docker, Pinecone, Information Retrieval. Based in Hyderabad, Telangana. Available in 90 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
971,CAND_0086604,0.0308,0.609,0.1395,1.0,0.5,1.0,0.0648,0.8,none,"Suresh Chowdary brings 6y of ML/AI experience, most recently at Acme Corp as Mechanical Engineer. Strong hands-on match on Sentence Transformers, FAISS, Pinecone. Willing to relocate from Gurgaon, Haryana. Available in 150 days. Note: recent inactivity, longer notice period."
972,CAND_0029260,0.0306,0.5819,0.1988,0.1,0.4441,0.6,0.0918,0.65,consulting_penalty,"Karan Ghosh brings 14y of ML/AI experience, most recently at Pied Piper as Project Manager. Strong hands-on match on FastAPI, Sentence Transformers, RAG. Willing to relocate from Toronto. Available in 120 days. Note: includes consulting history, lower recruiter responsiveness, longer notice period, incomplete profile details."
973,CAND_0088917,0.0306,0.5066,0.2054,0.85,0.3875,1.0,0.1047,1.0,consulting_penalty,"Nikhil Trivedi brings 5y of ML/AI experience, most recently at HCL as Frontend Engineer. Strong hands-on match on Deep Learning, FAISS, MLflow. Based in Hyderabad, Telangana. Available in 120 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness, longer notice period."
974,CAND_0005248,0.0304,0.6373,0.1333,0.6,0.4226,0.3,0.082,1.0,consulting_penalty,"Yash Ghosh brings 10y of ML/AI experience, most recently at Acme Corp as Civil Engineer. Strong hands-on match on RAG, Sentence Transformers, FAISS. Based in Trivandrum, Kerala. Available in 150 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness, longer notice period."
975,CAND_0010283,0.0304,0.6933,0.1926,0.85,0.3065,1.0,0.0926,1.0,consulting_penalty,"Shaurya Sharma brings 5y of ML/AI experience, most recently at Saarthi.ai as AI Specialist. Strong hands-on match on Deep Learning, Qdrant, scikit-learn. Based in Mumbai, Maharashtra. Available in 120 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness, longer notice period."
976,CAND_0069995,0.0303,0.6643,0.2836,0.35,1.0,0.3,0.0581,1.0,none,"Sunil Kumar brings 3y of ML/AI experience, most recently at CRED as Data Scientist. Strong hands-on match on Qdrant, RAG, Elasticsearch. Based in Vizag, Andhra Pradesh. Available in 120 days. Note: lower recruiter responsiveness, longer notice period."
977,CAND_0048214,0.0302,0.5004,0.2506,1.0,0.4355,0.65,0.0636,1.0,consulting_penalty,"Nisha Subramanian brings 7y of ML/AI experience, most recently at Vedantu as Data Engineer. Strong hands-on match on pgvector, Information Retrieval, MLflow. Based in Chennai, Tamil Nadu. Available in 120 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness, longer notice period."
978,CAND_0009288,0.0301,0.607,0.1087,0.85,0.3725,0.3,0.0806,1.0,consulting_penalty,"Aditya Khanna brings 8y of ML/AI experience, most recently at Pied Piper as Civil Engineer. Strong hands-on match on Information Retrieval, Sentence Transformers, RAG. Based in Ahmedabad, Gujarat. Available in 90 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
979,CAND_0067041,0.0301,0.6047,0.3696,1.0,0.4951,1.0,0.0524,1.0,consulting_penalty,"Advik Khanna brings 6y of ML/AI experience, most recently at Saarthi.ai as Data Scientist. Strong hands-on match on Milvus, Elasticsearch, Sentence Transformers. Based in Noida, Uttar Pradesh. Available in 120 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
980,CAND_0048360,0.03,0.6075,0.3358,0.35,0.695,0.65,0.0601,1.0,none,"Vivaan Arora brings 3y of ML/AI experience, most recently at Razorpay as Computer Vision Engineer. Strong hands-on match on Information Retrieval, Qdrant, RAG. Based in Chennai, Tamil Nadu. Available in 120 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
981,CAND_0039053,0.0299,0.5938,0.1239,0.6,0.4467,0.85,0.071,1.0,consulting_penalty,"Krishna Iyengar brings 10y of ML/AI experience, most recently at Globex Inc as Project Manager. Strong hands-on match on Information Retrieval, Pinecone, FAISS. Willing to relocate from Vizag, Andhra Pradesh. Available in 150 days · Active GitHub contributor. Note: includes consulting history, recent inactivity, longer notice period."
982,CAND_0068022,0.0299,0.5892,0.1745,1.0,0.3899,1.0,0.0693,1.0,consulting_penalty,"Ishaan Kapoor brings 7y of ML/AI experience, most recently at Dunder Mifflin as Mechanical Engineer. Strong hands-on match on RAG, Pinecone, Information Retrieval. Based in Noida, Uttar Pradesh. Available in 120 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
983,CAND_0068777,0.0299,0.6021,0.305,1.0,0.4551,0.85,0.0612,1.0,consulting_penalty,"Rahul Pandey brings 6y of ML/AI experience, most recently at PolicyBazaar as AI Research Engineer. Strong hands-on match on scikit-learn, Qdrant, Milvus. Willing to relocate from Jaipur, Rajasthan. Available in 120 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
984,CAND_0016440,0.0298,0.5952,0.1239,1.0,0.3722,1.0,0.0857,0.8,consulting_penalty,"Suresh Shetty brings 7y of ML/AI experience, most recently at Infosys as Civil Engineer. Strong hands-on match on RAG, FAISS, Pinecone. Willing to relocate from Delhi, Delhi. Available in 150 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
985,CAND_0081231,0.0298,0.5311,0.4083,0.35,0.7053,0.85,0.0567,1.0,none,"Ved Sharma brings 3y of ML/AI experience, most recently at Swiggy as Senior Software Engineer (ML). Strong hands-on match on Weaviate, Elasticsearch, Pinecone. Willing to relocate from Jaipur, Rajasthan. Available in 120 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
986,CAND_0013810,0.0296,0.6056,0.1634,0.35,0.4678,1.0,0.0782,0.8,consulting_penalty,"Kavya Chopra brings 12y of ML/AI experience, most recently at Dunder Mifflin as Civil Engineer. Strong hands-on match on Pinecone, RAG, FAISS. Based in Gurgaon, Haryana. Available in 90 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
987,CAND_0032133,0.0296,0.5726,0.4371,1.0,0.5,1.0,0.0542,0.8,none,"Aadhya Goyal brings 7y of ML/AI experience, most recently at InMobi as Senior Software Engineer. Strong hands-on match on Weaviate, PyTorch, Information Retrieval. Willing to relocate from Kolkata, West Bengal. Available in 120 days. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
988,CAND_0049485,0.0296,0.5315,0.1461,0.1,0.3974,0.3,0.1245,0.65,consulting_penalty,"Kabir Banerjee brings 14y of ML/AI experience, most recently at TCS as Content Writer. Strong hands-on match on Kubernetes, Pinecone, FAISS. Based in Indore, Madhya Pradesh. Available in 150 days. Note: includes consulting history, recent inactivity, longer notice period, incomplete profile details."
989,CAND_0061649,0.0296,0.5526,0.1934,1.0,0.5353,0.65,0.0655,0.8,none,"Karan Sen brings 7y of ML/AI experience, most recently at Initech as Business Analyst. Strong hands-on match on FastAPI, Sentence Transformers, Pinecone. Based in Bangalore, Karnataka. Available in 150 days. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
990,CAND_0022801,0.0295,0.6449,0.1819,1.0,0.3824,1.0,0.0819,0.8,consulting_penalty,"Neha Nair brings 7y of ML/AI experience, most recently at Infosys as Civil Engineer. Strong hands-on match on Information Retrieval, Sentence Transformers, FAISS. Based in Pune, Maharashtra. Available in 150 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
991,CAND_0043583,0.0295,0.4872,0.0869,1.0,0.5511,0.3,0.0857,0.65,consulting_penalty,"Vivaan Reddy brings 7y of ML/AI experience, most recently at Wayne Enterprises as Cloud Engineer. Strong hands-on match on Information Retrieval, FastAPI, PyTorch. Based in Jaipur, Rajasthan. Available in 90 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period, incomplete profile details."
992,CAND_0053774,0.0295,0.6391,0.084,0.6,0.4662,0.3,0.0851,0.8,consulting_penalty,"Divya Menon brings 11y of ML/AI experience, most recently at Initech as Civil Engineer. Strong hands-on match on FastAPI, Sentence Transformers, RAG. Based in Jaipur, Rajasthan. Available in 150 days. Note: includes consulting history, lower recruiter responsiveness, longer notice period."
993,CAND_0003117,0.0294,0.652,0.1589,0.85,0.3571,0.3,0.1036,0.8,consulting_penalty,"Ved Hegde brings 9y of ML/AI experience, most recently at Infosys as Civil Engineer. Strong hands-on match on Pinecone, Information Retrieval, Sentence Transformers. Based in Trivandrum, Kerala. Available in 90 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
